movie,sentence,score
빅샤크4 : 바다공룡 대모험,꽤 탄탄한 스토리에 ~ 캐릭터 하나하나 귀엽고 특징을 잘 살폈어요! Ost 만 더 좋았으면 좋았을듯해요.,8
헤어질 결심,영화가 너무 복잡하고 산만한느낌탕웨이는 넘예쁨,6
브로커,cg떡칠 안되있고 자극적이고 화려한 장면이 없다는 이유로 1점 받을 만한 영화까지는 아니라고 생각 함. 엔딩 크레딧 올라갈때 앉아있으면 잔잔한 여운은 남아있었음근데 다시 볼 의향은 없음,6
헤어질 결심,연기 최고  연출최고  엔딩곡  최고,10
토르: 러브 앤 썬더,별루입니다~~~힝...,2
헤어질 결심,계속 생각이 나게 만드는 영화네요,8
시카리오: 데이 오브 솔다도,"드니 빌뇌브와 에밀리 블런트 없는 시카리오라며 걱정들 햇지만 실상 조슈 브롤린, 베니시오 델토로가 극의 중심을 묵직하게 부여잡고 있고 그 둘을 잊게만들엇다,, 어차피 1편에서도 브롤린, 델토로가 실질적인 주인공이엿고,, 난 사실 1편보다 2편이 좀더 재밋엇다, 3편도 나온다면 브롤린, 델토로가 주연으로 나와주길,,,,",10
탑건: 매버릭,톰 크루즈를 리스펙하다.,8
헤어질 결심,탕웨이 한국말 많이 늘었네..순수한것 같은면서도 색기있는 눈빛.. 스타일 참 좋다.. 한국배우들 연기는 모두 평범한듯.. 그나마 철썩이는 훌륭했음,7
마녀(魔女) Part2. The Other One,재미있네요 마녀3 기대,10
탑건: 매버릭,흔하지 않은 탄탄한 소재와 왕좌를 내려놓고 물려주는 훈훈함이 동시에 존재하는 멋진 영화,10
귀문,"""리얼"" 공포버전",1
탑건: 매버릭,진짜 오랜만에 영화다운 영화를 봤다긴장감 박진감 속도감 그리고 결말까지 예측불허라 쫀득했음 어린친구들이 영화를 본 다면장래희망에 파일럿이라 적을거라고 생각한다그만큰 멋진영화,10
마녀(魔女) Part2. The Other One,1편하고 스토리 개똑같고 자기돌봐주는 가족 OOO 각성하고ㅉㅉㅉ 1편보다 액션 거의없고ㅡㅡ 무슨 2편에서 중국무협 영화 보는줄ㅉㅉㅉ,2
마녀(魔女) Part2. The Other One,평점보다 재밌었는데. 쌍둥이 뒤에 오프닝 멋있고 강자들끼리 싸움 최고. 토우대장님은 이뻐서 정신 못차렸네요.,10
더 렛지,신선하고 타이트한 연출력이 빛나는 영화깔끔하고 재밋다  강추~!영상은 덤.,10
마녀(魔女) Part2. The Other One,1편보단 약하지만 그래도 재밌었다.마녀2가 마녀1보다 더 쎈듯 ㅎ,8
바스터즈: 거친 녀석들,솔직히 진 주인공은 한스 란다임,10
명탐정 코난: 할로윈의 신부,빨리 VOD 나왔으면 좋겠다 질리도록 재탕하게,10
탑건: 매버릭,정말 오랜만에 재밌는 영화봤다고 생각이 드는 영화 이걸 영화관에서 안보면 대체 뭘 영화관에서 본다는거죠?..탑건 1안봐도 이해는 하겠지만 유튭에서 1 요약한거 보고가시면 진짜 탑건 매버릭 2배로 즐길수있음,10
봄,"잔잔한 스토리,살아있는 연기판을 펼친 멋진 배우들,지금은 표현할 수 없는 눈물흘리는 풍경과 모습,서사는 덤.아름다운 영화 ,슬픈 날에 행복하게 잘 봤습니다.내마음을 열렬히 적십니다.",10
브로커,원래부터 좋아하던 감독이고 배우들이라 기대가 엄청 컸었는데... 기대에 반도 못미치는 느낌,6
마녀(魔女) Part2. The Other One,ㅠㅠ 3편은 좀 잘만들기를...흥행 좀 했으면... 하는 바람...2년 넘게 기다렸는데...어설프고 이질적인 목소리 더빙이 영화를 망침,10
굿 윌 헌팅,젊은날 대립되는 삶 원치 않았던 그리고 상처 그리고 사랑 치유 모든것이 완벽했던 영화,10
RRR: 라이즈 로어 리볼트,볼거없어 보다보니괜츈 완츄ㅎㅎㅎ,10
찌라시 : 위험한 소문,찌라시… 정말 위험하네요.  사람의 입에서 나온 얼마나 무서운지…,6
탑건: 매버릭,와….미쳤어요..다시 한 번 더 보고싶은 영화입니다….바로 예매하세요보면 파일럿 하고싶어지는 영화..가슴이 웅장해지는 영화,10
키리시마가 동아리활동 그만둔대,완전재밌음 입시하던 시절이 생각나 공감이 많이 됨 이게 될지 안될지 뭘할지 아무것도 알 수 없어 혼돈스럽지만 아름다운 그 미성숙을 잘 보여줌,10
파수꾼,제 학창시절과 공감대가 너무 많이 생기네요연기력도 일품입니다.,10
그레이 맨,시원시원한 액션은 극장용,10
탑건: 매버릭,"내용이 유추가 됨에도 불구하고 기분 좋게 볼 수 있었음. 연출과 연기력, 그에 맞는 ost가 인상깊음 상영 종료하기 전에 사운드 빵빵한 상영관에서 한번 더 볼 예정",10
탑건: 매버릭,내 짧은 인생에서 이렇게 영화관에서 감명깊게 본 영화가 있나 싶다. 또 보고 싶다,10
마녀(魔女) Part2. The Other One,평점 미쳤냐 잼있기만하구만,10
더 킬러: 죽어도 되는 아이,"장혁의 액션 끝판왕 보는거 같네요....총,칼, 1인자네여기서 원빈 나왔으면 당황 할듯....",8
마녀(魔女) Part2. The Other One,어째 점점 드래곤볼이 돼가는 느낌이지?!다음 편엔 에네르기파까지 쏘는거 아니죠?,6
탑건: 매버릭,이런거 원래 안 쓰는데 진짜 지리게 재밌어서 씀. 꼭 보셈 미쳐돌았음,10
마녀(魔女) Part2. The Other One,평점도 안좋고 비판글들이 너무많아서 기대를 안하고 봤는데요 이게왠걸 진짜너무재밌었고 두번세번네번봐도 안질리는 전투씬이 너무멋있었고 대박입니다 과장 조금보태서 완전 마블저리가라 수준이구요 스토리는 식상했지만 전투씬만큼은 한국영화 그어느것보다 새로웠고 멋있었고 몸에 전율 그자체였습니다 스토리에서 아쉬웠던 부분을 마지막 전투씬에서 다 살려줬네요 처음에 지루해서 졸았다고 하는 댓글들 몇 있는데 그전날 잠을안잔게 아닐까 의심이드네요 중간중간 개그요소들 때문에 저는 오히려 더 신선했고 집중도 잘되고 재미있었어요 벌써 부터 마녀3 너무 기대되네요 마녀2처럼 또 오래기다려야되나 걱정이되네요 마녀3는 좀 더빨리 제작되서 개봉되었으면 좋겠구요 조민수배우님은 분량이 별로 없었던것 같아서 아쉬웠어요 매우 카리스마있고 신비스럽고 멋진캐릭터이신데 암튼 모든 배우들 하나하나 개성있었고 멋졌어요 아직 안보신분들 꼭보시고 너무 비판만하지말아주세요 사람들 관점차이니까요 저는 너무재밌었습니다!!,10
혐오스런 마츠코의 일생,일본 영화를 평소에 좋아하는 편이 아니었는데 지금까지 봐왔던 모든 영화를 잊게 해주는 영화였다.내 베스트 영화 1위가 된 영화.,10
마녀(魔女) Part2. The Other One,마녀1을 10번넘게본 마녀팬인데 1편보다 임팩트가 부족하고 스토리가 좀 난잡함 특히 주인공 소녀임팩트가 너무 부족하고 자윤이 나오는 짧은 내용이 임팩트가 더강한듯 그럼에도 마녀팬으로서 마녀3를 위한 징검다리 내용으로는 충분히 볼만합니다 개인적으로 평점에 비해서는 훨씬 재미있었어요 자윤과 소녀의 마녀3꼭 나왔으면 좋겠습니다,9
그대가 조국,보는 내내 고문당했습니다. 이미 다 아는 사실 다시 곱씹으니 괴롭더군요. 그냥 나오려다 끝까지 봤네요. 힘들었습니다. 조장관님 정교수님 계속 응원하겠습니다.,6
탑건: 매버릭,30년간 기다렸다. 난 그들과 같이 했고 그들은 기대를 저버리지 않았다.,10
마녀(魔女) Part2. The Other One,중국어 실화냐????공부 좀 하지 발음에 충격 받았다..,6
탑건: 매버릭,영화 장인 톰이 36년을 기다린 이유,10
엘비스,엘비스인간으로와서사기당하다,10
창 밖에 잠수교가 보인다,"음악과 영상미가 일단 좋았는데.. 이야기 구성이 왜 이런지 이해가 가지 않았다. 당시 검열 때문에 잘린 건가? 좋게 말해 뮤직비디오 같은 느낌이지만 다르게 보자면 자꾸만 왜? 라는 질문을 하게 된다. 전개가 자연스레 이어져야 하는데 뚝뚝 끊긴다. 불필요한 부분도 눈에 띤다. 정체를 알 수 없는 여인의 전화로 미술관에서 두 주인공의 만나고, 차량 안 에서 초면에 변태 짓을 하는 주인공의 시도가 불쾌했다. 또한 주인공이 착한 역인지 악역인지 모를 애매한 성격과 함께 초반 30분이 되도록 누구인지 알려주지 않는 여주인공의 미스터리 함도 전혀 공감을 할 수가 없었다. 시대적 차이를 최대한 이해하며 보려 했지만 힘들다.이 영화는 상업 영화로 만들어졌겠지만 좋게 말해 예술 영화에 가까운 느낌이다. 내가 이해를 못한 건지 시대가 이해를 안 한 건지 아쉬움이 남는다. 배우와 연출과 영상미가 좋다. 그리고 국민 가수의 박창근 가수가 불렀던 주제곡이 훌륭하다.",5
미드소마,일단 고어영화는 절대아님ㅋㅋ잔인하진않고 뭐랄까 감독관세계가 좀 신기하긴했음,6
명탐정 코난: 할로윈의 신부,봐도 봐도 안 지루하고 재밌어요 영화관도 여러번 갔지만 vod나오면 또 사서 주기적으로 복습할 거 같아요,10
마녀(魔女) Part2. The Other One,ㅋㅋ배우들 연기 너무어색함대사드립 왜나와야하는지모르는 인물들 연출 마녀 1 감독이랑 같은지 정말궁금함카메라 감독이바뀌었나??아니면 편집??너무나 동떨어진 전개 이해하기어려운 몰입도?? ㅅㄹㄱ,2
브로커,"지안, 편안함에 이르렀나?",8
폭풍전야,앤딩은 꼭 저래야만했을까 ... 김남길 목소리가 귀에 맴돈다,10
닥터 스트레인지: 대혼돈의 멀티버스,뭔 장@애@인 같은 영화를 마블이라고 상영하냐;,1
탑건: 매버릭,굳정말좋다 영상 스토리야야야,10
버즈 오브 프레이(할리 퀸의 황홀한 해방),"할리퀸의 행동에 설득력이 없고 몰입도 되지않는다. 빌런이라도 얼마든지 악행을 저지르게 되는 이유와 서사를 매력적으로 만들수있다. 영화 '조커'가 그랬던것 처럼..하지만 이영화는 그렇지 못하다. 또한 할리퀸을 거의 무적 캐릭터로 만들어놔서 영화의 몰입도를 저하시킨다. 이 캐릭터는 초능력이 있는것도 아니고, 무술을 갈고 닦은것도 아니며, 신체를 단련하여 근육이 있는것도 아니다. 의사가 될정도로 똑똑했던 두뇌말고는 일반인일뿐인데 왜 싸우기만 일당백이 되는가? 조커를 만나 정신이 미쳐버렸다고 없던 싸움실력이 생기나? 영화 중반에 대놓고 경찰서 정문으로 침입하며 혼자 경찰관 대부분을 때려눕히는 씬에선 실소가 나온다. 또한 영화 후반엔 블랙마스크의 부하들이 등장하는데 그 수는 대략 100명이 넘는다. 헌데 주인공일행 5명이 상처 하나없이 다 때려눕힌다. 형사와 헌트리스는 어느정도 기술이 있다 쳐도, 어떻게 5명이 100명에게 벗어날수있단 말인가? 그나마 싸움막판에서야 블랙카나리의 초능력이 등장하지만 그것도 적 대부분을 정리하고 난뒤 마지막에 딱1번 나온다. 헛웃음과 함께 같은 DC세계관 무술의 달인 배트맨이와도 성한몸으론 이길수 없을거 같은데 얘들한텐 참 쉽구나라는 생각이 들었다.",1
백야행 - 하얀 어둠 속을 걷다,손예진이야말로 원작 속 '유키호'의 이미지에 가장 잘 어울린다는 것.... 말고는.... 이 영화의 장점을 도저히 못찾겠다...,3
말리그넌트,"한때 고어영화 이것저것 다찾아봤던 고어에 환장했던1인인데 여기저기 잔인하다하던데 하나도안잔인함(기본고어; 호스텔, 텍사스전기톱 같은거에 비하면 암것도아님) 일단 고어나 슬래셔무비정도는 절대아니고영화는 볼만했음",8
봄날은 간다,누군가를 좋아해서 자신을 바닥까지 내몰게 되면 오히려 미련은 안남음. 사랑도 때가 있다. 그때가 그립네 지금은 그럴 용기가 안남,10
마녀(魔女) Part2. The Other One,시간가는 줄 모르고 봤네요. 1은 1에서 끝난다면 2는 무조건 3을 기다리게 만듦.넘 빨리 끝났다,10
찌라시 : 위험한 소문,대배우들 단체로 나오는데 내용은 3류영화 수준이네 ㅋㅋ ㅈㄴ 혼란스럽다,2
토르: 러브 앤 썬더,이해 관계가 낮으면 이해 못해요~하이클래스인데~ 관객들에게 맞춘~주니어들도 간접 토르를 경험한~맷 데이먼과 러셀 크로우가 나올줄 ~ 외국 영화 관심 없는 사람들은 몰라욤 ㅋ  난 헉~ 저 유명인이 여기 깜짝출연~관객들의 기쁨이랬는데 ~울 신랑 내가 헉 한 이유 모름너무 잼잇게 봄 ~ 마법사 나온 닥터스트레인지도 잼잇긴 했지만 ~ 이번 영화 쵝오,10
침묵,기대이상으로 재밌네요.,10
마녀(魔女) Part2. The Other One,마녀2  사람들이 재미없다고 많은글이 있던데 저는 재밌게 잘봤습니다..1편보다 재미있었습니다,10
탑건: 매버릭,생각핮 말고 그냥해,10
탑건: 매버릭,처음으로 평점 남긴다... 가슴이 웅장해지는영화.. 무조건 영화관에서 봐야함..ㄹㅇ,10
사바하,진짜 재미 더럽게 없다.,1
마녀(魔女) Part2. The Other One,이상하네.. 재밌게봤는데 마녀2가 사실 마녀3 스토리였다는데 원래 제작하려던 마녀 충돌편도 보고싶고 이 후 이야기도 궁금 마녀유니버스 환영! 후속작 어서 제작해주세요 감독님 ㅠ ㅠ,8
마녀(魔女) Part2. The Other One,다음편이 기대가 됩니다,10
마녀(魔女) Part2. The Other One,대체 왜 재미가없다는거지? 이해력이없어서 세계관이래를못하나?,10
신비한 동물들과 덤블도어의 비밀,1편의 그 재밌던 스토리가 시리즈가 계속될수록 떨어지는구나..담 작품은 별4개 예약인가..,6
이터널스,어거지로 마블열차에 승선해버리네,6
탑건: 매버릭,최고의 오락영화,9
탑건: 매버릭,아 뭐 말이 필요할까...탐형 대체할 수 있는 배우가 있는건지...액션뿐만 아니라 배우가 가진 파워가 어디까지 영상을 만들어낼수 있는지 생각해보게 되네..,10
라스트 나잇 인 소호,내겐 최고의 영화...,10
마녀(魔女) Part2. The Other One,너무 재밌당~~액숀 짱,10
본 아이덴티티,초반 도입부 사람마다 다를순 있지만 개인적으로 좀 지루했음중반 부분부터 재밌음 근데 마지막까지 주인공이 제대로 왜 기억상실이 됐는지에 대한 설명이 하나도없다 그게 영화가 끝날때까지 풀리지 않는다 영화 자체는 킬링 타임 용으로 재밌고 오래된 영화 치고 굉장히 세련됐다,7
토르: 러브 앤 썬더,타이카 와이티티 감독의 취향 폭주.내내 거슬리는 토르의 새 슈트의 촌스러운 색감.만화를 바탕으로 잘 정제시키던 MCU의 장점을 던져버린 시나리오와 연출.쿠키에서 까지 실망을 주는 비쥬얼.,3
승리호,한국 역대 SF 영화다!!GOOD!!^-^,10
헤어질 결심,김탕웨이로 개명하고십다..,10
명탐정 코난: 할로윈의 신부,"예고편 더빙 너무 번역체라 어색해서 기대 안 했는데 번역체여도 자연스러운 연기로 재더빙해서 좋았음. 그리고 인트로 연출 신박하니 괜찮았고 ost도 좋음! 스토리도 재밌는 편이고 진짜 최근 극장판 중에선 단연 최고. (물론 1~6기는 넘사라서 절대 못 비빔) 무리수 액션씬도 있긴 하지만 적고, 어린이탐정단(소년탐정단) 발암도 없어서 편하게 봄. 코난 10n년차 팬인지라 얘네만 생각하면 피꺼솟이었는데 발암요소없애줘서 넘 감사함. 그러고보니 액션씬도 그렇고 발암탐정단도 그렇고 캐릭터마다 약간씩이라도 싫은 요소 덜 넣어준 거 같아서 너무 감사하네요.. 코난 잘 알거나 연구? 열심히 해주신 듯! 개인적으로 코난 한국이름 좋아하는데, 일본제작사에서 막았다고 들어서 우리나라 말로 일본이름 부르는 건 좀 맴찢이지만 그래도 성우분들이 어색하지 않게 잘 연기해주셔서 감사하고..(근데 개인적으로 아무로씨라고 하지말고 아무로형이라고 하는 게 좋았을 거 같은뎅.. 더빙에서 기준이형이라 부르자나ㅠㅠ) 아니 근데 러시아어는 다들 어떻게 하셨죠..? 고생하셨을 듯..ㅠㅠ 근데 코난 러시아어하는 거 처음 알았넼ㅋ 또 하와이에서 배워온건가ㅋㅋ 간단한 단어 아는 수준이 아님. 그리고 나도 영화관에서 볼 때는 왜 당연하다는듯이 넘어간건지 의문.. 다 보고 나서 생각하니 이상하네. 아 근데 대체 범인의 동기는 뭔가요?? 그냥 쾌락뿐..?하긴 요즘 묻지마살인도 많은데 납득해야하는건가. 아무튼 코난덕으로서 다카사 러브씬도 볼 수 있어서 좋았습니다. 다른 커플들은 봐도 걍 끄덕끄덕하고 별 감흥없는데, 얘네는 뭔가 뿌듯하게 바라보게 됨ㅋㅋㅋ 경찰동기조는 생각보다 적게 나왔지만 아무로 개잘생김.. 제로의집행인할 때만 해도 별 생각없었는데, 이 초코바나나 녀석... 날 홀리다니...ㅡㅜㅜ 그나저나 내 최애인 하이바라는 분량 왜케 적냐.. 늘 아쉬움..ㅠㅠ 맞다 마지막에 내년 극장판 예고해줄 때 다들 반응 장난 아니던데 내년 극장판도 개봉일 맞춰서 봐야지 ㅎㅎㅎ 내년 극장판엔 하이바라 많이 나오겠지 꺄아♡♡",10
크레이지,"생각보다 볼만했던,,",6
탑건: 매버릭,탑건 뽕에 취한다 취해~,10
빅쇼트,아는만큼 보이는영화.. 객관적인 거시경제지식 수준을 스스로 체크해볼 수 있는 영화개인적으로 최고의 영화다,10
헤어질 결심,노출없이 섹시함 숨 맞추며 숨을죽였음,10
감기,여기서도 소방관은 극한직업이구나.... 늘 선두에 서서 싸우고 희생 당하지만 대접은 못받고.... 천불나는 영화.... 미르가 아니라 장혁항체 검사해야한다... 저정도로 시체사이를 뒹굴었는데 멀쩡한 거 보면 슈퍼항체임...,6
탑건: 매버릭,꼭 영화관에서 봐라. 지린다.,10
타락천사,오랜만에 새벽에 담배태우면서 분위기 있었다.,6
마녀(魔女) Part2. The Other One,한국도 이런 영화가 필요했다 조연들 어색한 연기가 조금 거시기 했지만 그래도 이 정도면 훌륭하다 다만 액션8/스토리2 같은 비율이랄까 액션도 좋지만 스토리가 좀 뜻 깊고 딴딴했으면 하는 아쉬움 마녀3 꼭 나왔으면 좋겠음!,10
마녀(魔女) Part2. The Other One,진짜 솔찍히 사람들 말듣고 기대않고 봤는데영화관 안간거 후회됌 겁나 재밌음,10
탑건: 매버릭,코로나 괜찮아지고 처음으로 본 영화인데 기대없이 봤는데 진짜 그냥 완벽했음돈주고 한번 더 봐도 괜찮은 영화임,10
버즈 라이트이어,억지PC 안넣으면 월급이라도 뺏나보다... 예전엔 그러려니 하고 넘길 장면들이지만 여기저기 꾸역꾸역 넣는 PC질 꼬라지보니까 보기만해도 역함,5
원샷,액션성이 좋은 영화다. 하지만 보는 내내 적군의 바로 근처에서 은밀기동하는 모습을 보고 아무리 영화라지만 너무 현실성 없는 것 아닌가 생각이 들었다.,8
탑건: 매버릭,다갖췄다. 나 비행기 좋아했네,10
엘비스,미국의시대적 배경까지 생각하면서 보면 이해하기 좋을듯 하지만 한편으로는  재미라는 소재면에서 호불호가 많이 갈릴듯 함 같이 보러갔던 사람도 무척 불편한 영화라고 했는데 끝까지 보고나면 그말이 이해가 안되진않음,8
마녀(魔女) Part2. The Other One,"유치하다. 어설프다. 조잡하다.  3하다로 끝남. 이러고 마지막에 3편을 기약하던데.. 양심이 없네. 어떻게 1편이랑 퀄리티가 이렇게 떨어지지.. 감독 바뀐줄알았다. 주, 조연 연기들은 또 왜이리 어색하냐.. 똑같은 감독인데 대체 먼일이 있었던겨. 요약 : 1류에서 3류가 됨.",1
탑건: 매버릭,레이디 가가 OST + 감동애틋 스토리 + 전투기 액션 = ???,10
헤어질 결심,와 이런 천재예술가감독이 한국에 있다는게 정말 가슴 벅차네요 ㄷㄷㄷ,10
탑건: 매버릭,너무 재밌어서 보는 내내 뒷 내용이 계속 궁금해짐.. 보면서도 와 재밌겠다 하면서 봄 진짜최고,10
브로커,생각이 많아지는 영화. 감독이 일본 사람이라 그런가 일본 가족영화 특유의 전개나 연출이 느껴짐,8
명탐정 코난: 할로윈의 신부,마츠다…..사랑했어… 다시 돌아와라……..,10
헤어질 결심,나는 아직 어린가부다... 뭔말인지모르겠음...,6
더 킬러: 죽어도 되는 아이,액션만 볼 만함. 스토리는 별로임.,6
마녀(魔女) Part2. The Other One,겉멋이 가득 들어있는 인물들과 액션 오락영화로는 좋았다 .,6
비바리움,그냥 노잼에 기분이 더러움 이걸 굳이 봐야함?,3
브로커,"한 생명의 탄생과 가족, 사랑은 계획된 선택의 결과일수도 있지만 운명과 우연을 가장해 찾아오고 지켜내는 것일지도 모르겠다는 생각이 든다. 예기없이 찾아온 소중한 그 것을 지키기위해 우리는 무엇을하고 선택하는지...",8
온리 더 브레이브,자연앞에선 너무나 무력해지는 인간. 마지막 실물인물들 나오는데 20대 초반 중반 생각했건 것 보다 나이가 너무 어려 더 슬프네요ㅠㅠ,10
토르: 러브 앤 썬더,사랑과 함께라면 누구든 히어로가 될 수 있어!,6
마녀(魔女) Part2. The Other One,강한 척 하는 빌런들이속속 등장하는 씬이 재밌었다.,10
버즈 라이트이어,To infinity and beyond.,6
탑건: 매버릭,22년 상반기 오락영화의 최고봉,10
탑건: 매버릭,마하 10을 원하면 마하 10.3을 주는 영화!,8
뒤틀린 집,보고왔는데 너무 무서웠어요 ㅠㅠ 강추! ! 다 보고 지금 집가는 길에 생각나서 오들오들 떨면서 갔어요 마지막에 결말까지 완벽!,10
로스트 도터,2022 .07.14 개봉,6
엘비스,개인적으로 보헤미안 렙소디를 뛰어넘는 명작이라 생각합니다.,10
주(咒),"7월 17일 11시 58분, 치킨을 시켜 영화를 틀었다. 2시 30분 경 주인공이 눈을 가리고 불상에 씌워진 천을 치우고 불상의 얼굴이 나오자마자 현관쪽 불이 켜지고 티비가 꺼짐 시계는 기가지니에 전자시계는 11시 58분을 가리킴;;;; 나중에 우연에 우연이 사람을 잠 못자게 함;;;  무슨;;;;",4
탑건: 매버릭,극장에서 정말정말 재밌게 잘 봤습니다 ^^,10
뒤틀린 집,괜찮게 봤어요 ㅎㅎ 같이 보신 분은 아주 무서워 하시더라구요.,8
헤어질 결심,"마침내, 누군가의 사랑은 헤어질 결심으로 완성된다.",8
체리마호: 30살까지 동정이면 마법사가 될 수 있대,드라마 팬들에게 이보다 더 좋은 선물은 없을것 같아요 앞으로도 계속 함께 현실을 살아가야 할 아다치 쿠로사와가 행복해지길 바랍니다,10
야구소녀,이건 성별과 상관 없는 인생에 대한 이야기 입니다. 누구나 인생의 목표 앞에서 좌절하고 다시 그 목표를 위해 최선을 다하고 또 다시 좌절하고 다시 한번 삶을 모색합니다. 그게 인생입니다. 그 치열한 과정을 잘 묘사했기에 큰 울림이 있었던 영화였습니다.,10
마녀(魔女) Part2. The Other One,뭔 애들도 안볼 어린이용유튜브연기를 하고 있냐 나오는 애들 다 뭐냐??와....나한테 투자해 이것보단 재밌게 만달 수 있어한마디만 할게. 정체성을 잃은 영화임 어색한연기자들 대거채용에 먹히지도 않는 개그코드에 여자 총쏘는애는 뭐 투자자냐??? 연기 개저는데 하루종일나오네,2
마녀(魔女) Part2. The Other One,1편을 재밌게봐서 기대하면서 봤습니다. 러닝타임 긴데도 안지루 하고 재밌네요스토리만 좀만 더 탄탄했음 완벽했을듯! 그래도 재밌게 봤습니다!,9
명탐정 코난: 할로윈의 신부,스토리의 진행이 너무 좋아요,10
바스터즈: 거친 녀석들,참 괜찮은 영화.쿠앤틴 뇌는 존경스럽군.,10
탑건: 매버릭,잘 만들어진 영화!가슴벅찬 감동!탑건1도 함께 추천합니다~~^^,10
토르: 러브 앤 썬더,뭔가 기억나는게 없음..,5
연애 빠진 로맨스,영화 정말 별로였음. 초반부터 내용이 전혀 공감이 안되고 그렇다고 가벼운 유머조차 재미가 없음.   대본과 연출이 심각해서 못볼 지경..  놀만큼 놀던 시절에도 저런 저급한 생각 안하고 삽니다.. ㅋㅋ 모르면 간접으로라도 인생 좀 알고 영화 만듭시다. 배우들 대본 고르는 수준과 관객들 영화 보는 수준들 진짜.. 진지하게  혼자 욕 좀 하고 갑니다. 이런 영화 만들며 시간 낭비하지 맙시다. ...,2
더 킹,김의성 정우성 배성우가 왜 항상 정치적으로 행동하는지 알게해주는 영화항상 이런 시나리오만 보니명징하지 않은 관계를 명징하게 보려해서반쪽만 보게됨 ㅋㅋ,1
씨 비스트,잔잔하게 힐링되는 영화.. 순수하고 동화같은 스토리,10
닥터 스트레인지: 대혼돈의 멀티버스,"영상미는 역시나, 멀티버스 설정은 흥미롭댜",10
비바리움,흡입력이 뛰어나고 연출이 독보적이다. 기괴한 분위기와 창의력이 대단하다. 명작,10
무뢰한,"내내 힘이 잔뜩 들어간 듯한 느낌을 지울 수 없지만, 전도연의 팜므파탈 연기만큼은 최고다",8
마녀(魔女) Part2. The Other One,그냥1본사람은보세요쩝니다구성도좋아요강추진심으로,10
아포칼립토,처음부터 끝까지 박진감넘치는전개 멜깁슨의 최고의영화,10
통증,뻔한 이야기같지만 뻔하지않은요소가 있었고 우연찮게 봤다가 영화끝나자마자 다시보기 하고있어요 권상우님 연기 일품 ... 연기 이렇게 잘했던가요 ㅠㅠ,10
섹스 스캔들,스토리가 급전개 되는 느낌이 있기는하지만 재밌고 교훈적임 남자들이 많이 볼법한 영화에 이런 주제를 담는게 힘든데 자연스럽고 어색하지않았음,8
드라이,악인의 메마른 감정처럼 이제는 메마른 돌아갈 수 없는 그날의 강,7
쥬라기 월드: 도미니언,실망이야최악이야정말,1
탑건: 매버릭,기대하고 봤는데 기대 이상,10
헤어질 결심,좋아할수밖에 없는 영화…,10
아무도 없는 곳,소설 <상실의 시대>가 생각이 났다. 우리는 어떻게 살아가야 하는가.,8
명탐정 코난: 할로윈의 신부,이때까지 본 코난 극장판 중에서 제일 재밌음 키키,10
마약왕,아오 열받아 뭐라고 하는지 전혀 알아들을수가 없잖아,10
그레이 맨,"그냥 ott용 영화이상외엔 감흥이없다물량이 중요한가.,.. 참신함이 너무 부족해 넷플로 뜨는듯",6
코코,내가 기억하는 한 당신은 영원히 살아있어요.,10
탑건: 매버릭,지림,9
탑건: 매버릭,좋았어요 !! 재밌었어요,10
탑건: 매버릭,올해 최고의 영화!! 꼭 보세요,10
토르: 러브 앤 썬더,"왜이리 평이 안좋은지 잘 모르겄지만,,,물론 이번 편이 막 심오하고 굉장히 깊이감 있거나 한 그런 무게감의 스토리는 아니였지만 나름대로 토르만의 재밌는 분위기를 잘 연출하고 나름의 감동도 꽤 있어서..그리고 후속편을 위해 꼭 필요한 내용들이기도 했구...저는 보는걸 추천드립당!물론 영화는 다들 개인 취향이 있겠지만요..",9
헤어질 결심,눈물은 한방울도 안 나오는데 너무 슬픈,10
